Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
07-Aug-02,3181,3195,3110,3120.3,3158.780518,230588,13940,728376882,23920,10.37,85,-60.7
06-Aug-02,3044,3149.8,3030,3137.9,3079.824952,211399,12280,651071915,20451,9.67,119.8,93.9
05-Aug-02,3055,3111,3020,3094.95,3064.511963,239703,14732,734572711,23287,9.71,91,39.95
02-Aug-02,3011,3025,2935.1,3012.6,2982.352111,257379,16372,767594804,22944,8.91,89.9,1.6
01-Aug-02,3041.1,3083.8,3030,3057.15,3057.438474,230073,14114,703434042,32805,14.26,53.8,16.05
31-Jul-02,3040,3084.9,2972.2,3042.35,3026.937665,256599,14713,776709178,22723,8.86,112.7,2.35
30-Jul-02,3065,3136,3021,3038.75,3089.708585,363564,18254,1123306812,67059,18.44,115,-26.25
29-Jul-02,3095,3095,2980.8,3005.9,3004.897193,224566,13569,674797743,24991,11.13,114.2,-89.1
26-Jul-02,3050,3050,2974,3016.1,3011.588534,332876,18380,1002485545,64281,19.31,76,-33.9
25-Jul-02,3135,3178,3080,3102.65,3122.381663,278908,15969,870857225,32672,11.71,98,-32.35
24-Jul-02,3110.15,3164,3055,3066.85,3108.56726,261806,15641,813841560,54623,20.86,109,-43.3
23-Jul-02,3090,3233,3052,3219.7,3157.533433,243605,15860,769190932,37600,15.43,181,129.7
22-Jul-02,3140,3140,3065,3086.25,3090.08571,213208,14167,658830994,37024,17.37,75,-53.75
19-Jul-02,3165,3178.5,3145.6,3165.55,3163.316789,141883,10510,448820876,14675,10.34,32.9,0.55
18-Jul-02,3260,3269,3161.4,3209.95,3197.707436,280322,16970,896387744,34357,12.26,107.6,-50.05
17-Jul-02,3170,3211,3125,3188.4,3161.884459,196242,14377,620494530,19647,10.01,86,18.4
16-Jul-02,3255.25,3275,3156.25,3165.3,3213.428954,294915,16556,947688400,54645,18.53,118.75,-89.95
15-Jul-02,3310.1,3310.1,3212,3248.25,3244.747572,167917,11259,544848278,25443,15.15,98.1,-61.85
12-Jul-02,3330,3350,3301,3320.8,3325.93742,195415,12740,649938061,11198,5.73,49,-9.2
11-Jul-02,3350,3350,3260.25,3301.65,3288.83701,256065,16077,842156049,20916,8.17,89.75,-48.35
10-Jul-02,3449,3478,3315.05,3330.1,3396.27106,448019,21469,1521593964,26355,5.88,162.95,-118.9
09-Jul-02,3400,3428,3381,3391.85,3401.610674,128607,8317,437470944,12126,9.43,47,-8.15
08-Jul-02,3451,3475,3400.3,3423,3435.916415,188933,10384,649157996,25622,13.56,74.7,-28
05-Jul-02,3360,3424.9,3341,3414.3,3380.600133,207529,11719,701572565,19448,9.37,83.9,54.3
04-Jul-02,3399,3446.9,3331.1,3348.15,3402.419739,429145,16914,1460131419,40972,9.55,115.8,-50.85
03-Jul-02,3100,3393,3100,3382.05,3352.398583,351079,18079,1176956742,42411,12.08,293,282.05
02-Jul-02,3251,3299,3238.3,3268.85,3265.555489,204949,11570,669272332,32388,15.8,60.7,17.85
01-Jul-02,3295,3334,3264.3,3311.75,3306.013557,226754,12767,749651798,15420,6.8,69.7,16.75
28-Jun-02,3201,3299,3180,3284.9,3253.405443,250763,15249,815833709,30362,12.11,119,83.9
27-Jun-02,3092.1,3204,3075,3180.4,3168.488518,364257,19618,1154144122,105493,28.96,129,88.3
26-Jun-02,3176.65,3176.65,3055,3065.75,3106.397229,347880,18131,1080653468,70564,20.28,121.65,-110.9
25-Jun-02,3200,3232,3136.7,3191.85,3185.153805,300282,17465,956444355,41807,13.92,95.3,-8.15
24-Jun-02,3124.9,3204,3092,3185.1,3168.584291,261416,16016,828318631,18675,7.14,112,60.2
21-Jun-02,3240,3260,3120,3139.1,3163.680147,246723,16749,780552657,52700,21.36,140,-100.9
20-Jun-02,3132,3281,3113.05,3249.3,3235.302971,301692,17245,976065024,37196,12.33,167.95,117.3
19-Jun-02,3295,3305,3121,3150.7,3193.146901,446661,22618,1426254188,108997,24.4,184,-144.3
18-Jun-02,3425,3438.9,3265.25,3281.3,3332.917495,193722,12647,645659443,46929,24.22,173.65,-143.7
17-Jun-02,3435,3450,3361.1,3374.65,3391.768436,115618,7124,392149483,22370,19.35,88.9,-60.35
14-Jun-02,3460,3460,3375,3392.25,3409.840203,106829,6864,364269819,21314,19.95,85,-67.75
13-Jun-02,3500,3700,3443.15,3452.6,3482.139755,129634,7911,451403705,16298,12.57,256.85,-47.4
12-Jun-02,3530,3540,3451,3477.85,3474.33879,131028,8690,455235663,8596,6.56,89,-52.15
11-Jun-02,3455,3550,3415,3537.35,3491.172353,196974,11552,687670183,44829,22.76,135,82.35
10-Jun-02,3299,3399,3290,3376.65,3357.790563,204959,11969,688209396,45616,22.26,109,77.65
07-Jun-02,3399,3399,3240,3243.3,3272.466627,383786,20335,1255926877,94714,24.68,159,-155.7
06-Jun-02,3450,3489,3385.2,3410.4,3436.198972,258273,14217,887477417,27378,10.6,103.8,-39.6
05-Jun-02,3375,3475,3325,3432.05,3418.7295,293013,16255,1001732187,62141,21.21,150,57.05
04-Jun-02,3280,3349,3268,3335.25,3321.580542,242663,14314,806024699,31158,12.84,81,55.25
03-Jun-02,3430,3443.8,3294,3315.6,3370.283561,289666,18268,976256558,51512,17.78,149.8,-114.4
31-May-02,3521,3542,3358,3382.05,3427.418261,325660,20150,1116173031,84882,26.06,184,-138.95
30-May-02,3520,3574,3503,3553.05,3540.656339,143787,10086,509100353,22857,15.9,71,33.05
29-May-02,3530,3590,3442,3537.85,3506.56535,371987,21075,1304396725,57394,15.43,148,7.85
28-May-02,3625,3665,3500,3510.55,3550.094461,213294,12890,757213848,44507,20.87,165,-114.45
27-May-02,3750,3756,3665.1,3690.2,3705.193939,104136,6364,385844076,9278,8.91,90.9,-59.8
24-May-02,3681.3,3800,3681,3774.55,3748.695471,160694,9384,602392870,34434,21.43,119,93.25
23-May-02,3610,3674,3595.35,3653.05,3631.014269,127199,8252,461861384,29053,22.84,78.65,43.05
22-May-02,3600,3688.5,3555,3668.55,3617.343443,225167,12277,814506371,61174,27.17,133.5,68.55
21-May-02,3721.55,3725,3581,3618.65,3629.085437,208809,11837,757785701,49947,23.92,144,-102.9
20-May-02,3804,3835.5,3752,3769.65,3800.872362,212718,11944,808513967,44041,20.7,83.5,-34.35
17-May-02,3822,3840,3740,3782.25,3785.288218,177064,8959,670238273,32701,18.47,100,-39.75
16-May-02,3865,3893,3786.2,3811.3,3827.586937,150776,8861,577108248,28993,19.23,106.8,-53.7
15-May-02,3845,3932.9,3812,3878.7,3896.727423,256243,14311,998509125,70711,27.6,120.9,33.7
14-May-02,3880,3890,3780,3830.9,3847.477576,126895,7848,488225667,27842,21.94,110,-49.1
13-May-02,3790,3851,3771.1,3832.05,3815.988707,60920,5473,232470032,5395,8.86,79.9,42.05
10-May-02,3800,3839,3756,3818.45,3792.320209,104891,6830,397780259,22107,21.08,83,18.45
09-May-02,3950.4,4100,3800,3829.7,3886.259137,142720,9085,554646904,24429,17.12,300,-120.7
08-May-02,3750,3820,3749,3810.7,3800.314729,157367,8991,598044128,33789,21.47,71,60.7
07-May-02,3689.75,3738,3660,3725.9,3701.975468,99503,6560,368357665,9407,9.45,78,36.15
06-May-02,3748,3755,3705,3727.15,3723.877647,110745,6915,412400830,45221,40.83,50,-20.85
03-May-02,3725,3785,3707.2,3756.7,3734.076627,85701,5847,320014101,18207,21.24,77.8,31.7
02-May-02,3735,3776,3720,3750.4,3755.486065,160137,8711,601392272,46503,29.04,56,15.4
30-Apr-02,3649.8,3725,3620,3689.5,3685.984961,170557,11281,628670537,26192,15.36,105,39.7
29-Apr-02,3770.15,3799,3621.15,3633.75,3685.234366,210952,12366,777407560,66517,31.53,177.85,-136.4
26-Apr-02,3820,3838,3774.1,3812.75,3802.208078,125650,8670,477747445,15468,12.31,63.9,-7.25
25-Apr-02,3899,3945,3765,3790.25,3823.652903,152577,9330,583401489,50394,17.62,180,-108.75
24-Apr-02,3899,3933.7,3851.1,3877.9,3896.372395,133380,8859,519698150,,,82.6,-21.1
23-Apr-02,3900,3950,3842.1,3926.5,3904.341263,236196,14892,922189789,38705,16.39,107.9,26.5
22-Apr-02,3835,3970,3776.1,3948.5,3873.794259,225064,12704,871851631,41132,18.28,193.9,113.5
19-Apr-02,3970,3972,3820,3850.7,3877.172041,190210,10844,737476894,37961,19.96,152,-119.3
18-Apr-02,3975,3997,3910,3963.65,3944.004201,159230,9573,628003789,24224,15.21,87,-11.35
17-Apr-02,3874,3984,3862,3958.95,3952.21514,354150,16522,1399676992,76849,21.7,122,84.95
16-Apr-02,3824,3850,3768.25,3809.9,3804.62106,195915,11852,745382335,21704,11.08,81.75,-14.1
15-Apr-02,3920,3925,3800,3807.6,3833.933476,173456,10531,665018765,22280,12.84,125,-112.4
12-Apr-02,3848,3950,3800,3884.25,3876.816228,250713,14679,971968227,46251,18.45,150,36.25
11-Apr-02,3849,3900,3800,3886.45,3853.464361,376201,18867,1449677146,120982,32.16,100,37.45
10-Apr-02,3588.8,3800,3549,3774.95,3711.257322,443704,24612,1646699719,59798,13.48,251,186.15
09-Apr-02,3605,3629,3512,3603.15,3563.90972,359227,16907,1280252597,102719,28.59,117,-1.85
08-Apr-02,3660,3700,3612,3623,3645.386503,157766,10739,575118047,15276,9.68,88,-37
05-Apr-02,3675,3712,3605,3626.8,3649.427201,203492,14387,742629240,19729,9.7,107,-48.2
04-Apr-02,3521,3672.4,3521,3652.05,3618.988264,311169,16480,1126116959,77397,24.87,151.4,131.05
03-Apr-02,3524,3550,3495.85,3520.25,3525.449748,187165,13445,659840802,31057,16.59,54.15,-3.75
02-Apr-02,3551,3629,3536.05,3560.6,3584.437372,309261,18744,1108526686,32305,10.45,92.95,9.6
01-Apr-02,3776,3780,3531.1,3557.85,3623.149214,329574,19827,1194095779,84345,25.59,248.9,-218.15
28-Mar-02,3705,3831.9,3688,3735.45,3761.385438,402353,20875,1513404715,81717,20.31,143.9,30.45
27-Mar-02,3692,3724.85,3670,3682.2,3693.220268,222711,13772,822520779,33839,15.19,54.85,-9.8
26-Mar-02,3851,3851,3646.25,3669.9,3716.280305,272817,15020,1013864444,74087,27.16,204.75,-181.1
22-Mar-02,3844,3905,3806,3830.75,3849.529581,274857,16463,1058070152,44625,16.24,99,-13.25
21-Mar-02,3862,3890,3805.3,3818.9,3840.977065,140483,9955,539591981,36027,25.65,84.7,-43.1
20-Mar-02,3959,3984,3882,3905.45,3923.322558,294263,15798,1154488666,60158,20.44,102,-53.55
19-Mar-02,3999,4019,3918.8,3943.75,3946.051088,336673,18437,1328528858,74477,22.12,100.2,-55.25
18-Mar-02,4046,4059,3963,3989.75,4006.185269,246231,14015,986447005,53289,21.64,96,-56.25
15-Mar-02,4039,4095,3962.15,4005.5,4018.084621,420579,24863,1689922012,96388,22.92,132.85,-33.5
14-Mar-02,4000,4099,4000,4044.1,4051.168829,317464,20992,1286100261,27477,8.66,99,44.1
13-Mar-02,4135,4164,4031.9,4050.25,4104.661153,457923,24613,1879618749,45530,9.94,132.1,-84.75
12-Mar-02,4225,4255,4137,4191.2,4208.850546,522120,30044,2197525047,128153,11.62,118,-33.8
11-Mar-02,4295,4304,4131.35,4240.55,4229.105674,580339,33721,2454314958,,,172.65,-54.45
08-Mar-02,4150,4248,4057,4225.75,4164.221271,500373,31180,2083663890,53607,10.71,191,75.75
07-Mar-02,3932.1,4174.4,3932.1,4133.55,4051.968982,570730,33810,2312580257,83402,14.61,242.3,201.45
06-Mar-02,3841,3969,3785.05,3932.2,3861.879868,477484,26104,1843985847,103769,21.73,183.95,91.2
05-Mar-02,4000,4000,3720,3837.25,3828.201286,495942,27261,1898565802,150141,30.27,280,-162.75
04-Mar-02,3675,3757.5,3624.5,3647.75,3682.360714,269019,15718,990624997,49525,18.41,133,-27.25
01-Mar-02,3500,3650,3492.2,3602.8,3567.713196,211043,13643,752940896,22427,10.63,157.8,102.8
28-Feb-02,3790,3846,3490,3530.25,3647.099233,407939,22174,1487794014,80671,19.78,356,-259.75
27-Feb-02,3856.65,3900,3800,3833.8,3846.044133,267938,15792,1030501373,42264,15.77,100,-22.85
26-Feb-02,3750,3853,3750,3844.55,3800.682003,268641,15545,1021019014,51309,19.1,103,94.55
25-Feb-02,3680,3769,3672.05,3747.55,3729.056571,201411,11706,751073013,25309,12.57,96.95,67.55
22-Feb-02,3640,3732,3611,3717.15,3662.189465,237516,14333,869828593,37864,15.94,121,77.15
21-Feb-02,3670,3741,3644.6,3659.6,3693.08092,280488,14727,1035864881,61327,21.86,96.4,-10.4
20-Feb-02,3701,3701,3630,3650.7,3656.90909,228644,14753,836130322,42834,18.73,71,-50.3
19-Feb-02,3761,3788,3683,3701.9,3738.977287,294594,15304,1101480275,70812,24.04,105,-59.1
18-Feb-02,3848,3848,3705,3730.25,3739.254412,237776,12070,889104957,70159,29.51,143,-117.75
15-Feb-02,3819,3875,3815.35,3839.75,3841.530252,226830,12703,871374307,55589,24.51,59.65,20.75
14-Feb-02,3851,3909,3806,3834.4,3842.39079,202546,12862,778260885,,,103,-16.6
13-Feb-02,3794.85,3865,3761.25,3790.15,3810.49392,351142,22776,1338024456,,,103.75,-4.7
12-Feb-02,3760,3811,3723.25,3758.75,3765.744005,222106,14828,836394338,,,87.75,-1.25
11-Feb-02,3730,3829,3720.05,3735.5,3773.352164,275082,17184,1037981260,,,108.95,5.5
08-Feb-02,3700,3816,3675,3690.35,3742.030493,340836,21669,1275418705,51044,14.98,141,-9.65
07-Feb-02,3950,3979,3650,3666.9,3737.224308,644227,32133,2407620804,,,329,-283.1
06-Feb-02,3775,3950,3755.3,3924.6,3848.426141,274775,16544,1057451293,,,194.7,149.6
05-Feb-02,3661,3784,3645,3751.9,3738.365025,249024,15782,930942612,,,139,90.9
04-Feb-02,3797,3812,3683.3,3708.7,3720.532217,302119,18452,1124043473,,,128.7,-88.3
01-Feb-02,3950,3980,3770,3804.85,3869.900535,368643,20437,1426611743,,,210,-145.15
31-Jan-02,3748,3921,3720,3889.35,3837.298381,507669,27013,1948077432,,,201,141.35
30-Jan-02,3700,3725,3632.5,3669.25,3669.164477,398920,24000,1463703093,,,92.5,-30.75
29-Jan-02,3812,3868,3750,3767.15,3809.980898,303641,18334,1156866410,,,118,-44.85
28-Jan-02,3843,3924,3755,3773.25,3826.50355,273770,16167,1047581877,,,169,-69.75
25-Jan-02,3900,3900,3801.55,3827.1,3846.592805,328835,20051,1264894345,,,98.45,-72.9
24-Jan-02,3922.25,3942,3850,3859.85,3881.491108,258725,16048,1004238787,,,92,-62.4
23-Jan-02,3970,3980,3853,3883.75,3905.558848,299253,18597,1168750202,,,127,-86.25
22-Jan-02,3935,4041.3,3922,3986.45,3986.514806,467475,22801,1863596009,,,119.3,51.45
21-Jan-02,3876.15,3985,3830,3928,3910.726457,332865,22394,1301743962,,,155,51.85
18-Jan-02,4165,4195,3911.15,3945.5,4003.553639,416170,24560,1666158918,,,283.85,-219.5
17-Jan-02,3750,4170,3711.35,4119.85,3983.412621,599565,32818,2388314788,,,458.65,369.85
16-Jan-02,3950,3998,3840.1,3874.45,3909.640354,575853,29744,2251378127,,,157.9,-75.55
15-Jan-02,4100,4100,3843,3869,3902.114005,422955,23510,1650418629,,,257,-231
14-Jan-02,4000,4150,3990.05,4013.95,4054.205961,361001,23522,1463572406,,,159.95,13.95
11-Jan-02,4116,4140,3828.8,3955.5,4003.551158,674973,38119,2702288936,,,311.2,-160.5
10-Jan-02,4425,4425,4188,4254.2,4255.692158,731892,39556,3114707045,,,237,-170.8
09-Jan-02,4861.2,4861.2,4385,4430.75,4597.814307,526902,29401,2422597554,,,476.2,-430.45
08-Jan-02,4750,4850,4633,4825,4742.443911,554386,26816,2629144510,,,217,75
07-Jan-02,4560,4724.8,4545,4687.75,4646.262809,497730,26708,2312584388,,,179.8,127.75
04-Jan-02,4375,4520,4375,4484.05,4472.884367,555437,26136,2484405474,,,145,109.05
03-Jan-02,4099.45,4325.2,4075,4295.7,4177.308609,567702,27959,2371466452,,,250.2,196.25
02-Jan-02,4035,4153,3983.3,4041.15,4072.525669,435717,22712,1774468667,,,169.7,6.15
01-Jan-02,4075,4277.4,4001.55,4024.45,4169.675705,535475,29190,2232757098,,,275.85,-50.55
31-Dec-01,4050,4169.9,4040,4073.6,4109.216476,352889,19916,1450097293,,,129.9,23.6
28-Dec-01,3890,4064,3795,4039.4,3911.793561,588876,24536,2303561345,,,269,149.4
27-Dec-01,3865,3984,3840,3918.25,3924.968933,340879,20160,1337939485,,,144,53.25
26-Dec-01,4051,4165,3911.25,3934.3,4052.025604,348183,22392,1410846431,,,253.75,-116.7
24-Dec-01,3911,4100,3900,4059.85,3982.541912,208556,12844,830583011,,,200,148.85
21-Dec-01,4074.4,4075.2,3917,3973,3982.921668,335407,18052,1335899808,,,158.2,-101.4
20-Dec-01,3952,4159.7,3901,4128.9,4048.6661,400887,21764,1623057607,,,258.7,176.9
19-Dec-01,4187.7,4202,3926.5,3971.85,4089.145801,332974,18332,1361579234,,,275.5,-215.85
18-Dec-01,4195,4299.95,4112,4219.65,4230.360328,318457,18814,1347187859,,,187.95,24.65
14-Dec-01,4200,4223,4127,4165.75,4168.8546,230516,14275,960987687,,,96,-34.25
13-Dec-01,4428,4459,4100,4296.8,4299.871792,409422,20580,1760462109,,,359,-131.2
12-Dec-01,4289,4449,4279,4410.4,4383.097392,339133,21277,1486452968,,,170,121.4
11-Dec-01,4360,4450,4191,4213.25,4341.014146,363495,20555,1577936937,,,259,-146.75
10-Dec-01,4600,4600,4371,4398.35,4456.587784,296080,16673,1319506511,,,229,-201.65
07-Dec-01,4570,4620,4455,4550.25,4519.712264,366530,19887,1656610136,,,165,-19.75
06-Dec-01,4400,4685.75,4365,4511.7,4582.385173,800676,31128,3669005831,,,320.75,111.7
05-Dec-01,4131,4295,4100,4259.8,4195.330803,459685,25588,1928530640,,,195,128.8
04-Dec-01,3830,4050,3795,3995.2,3919.311653,374176,21028,1466512357,,,255,165.2
03-Dec-01,3762,3895,3762,3805,3838.933864,334687,16912,1284841258,,,133,43
29-Nov-01,3755,3958,3731,3895.95,3868.704109,558203,29063,2159522240,,,227,140.95
28-Nov-01,3900,3900,3715.35,3826.85,3806.981492,386043,21603,1469658556,,,184.65,-73.15
27-Nov-01,4075,4109.7,3750,3767,3885.748714,587538,27225,2283025028,,,359.7,-308
26-Nov-01,3639,3913,3620,3910.15,3866.243127,521971,20773,2018066791,,,293,271.15
23-Nov-01,3498,3599,3461,3557.3,3545.523621,276341,17155,979773543,,,138,59.3
22-Nov-01,3519,3632.35,3449.1,3472.15,3564.436669,335481,18559,1195800778,,,183.25,-46.85
21-Nov-01,3581,3581,3440.35,3520.3,3510.672581,410196,22112,1440063850,,,140.65,-60.7
20-Nov-01,3600,3698,3465.05,3610.65,3566.65164,646917,30056,2307327579,,,232.95,10.65
19-Nov-01,3301.15,3577.05,3275,3577.05,3507.796363,357950,14482,1255615708,,,302.05,275.9
15-Nov-01,2969,3251.9,2966,3251.9,3144.855756,642598,28569,2020878019,,,285.9,282.9
14-Nov-01,3001,3001,2930.3,2956.3,2950.995632,70289,4189,207422532,,,70.7,-44.7
13-Nov-01,2960,2970,2882,2898.85,2914.630238,214392,14364,624873406,,,88,-61.15
12-Nov-01,2950,2989,2907.1,2972.95,2948.208219,128821,8345,379791131,,,81.9,22.95
09-Nov-01,2925,2955,2885.7,2929.2,2915.348325,193661,12878,564589272,,,69.3,4.2
08-Nov-01,2835,2920,2815,2876.85,2859.018712,271749,14587,776935476,,,105,41.85
07-Nov-01,2980,2997.8,2802.2,2823.45,2887.279619,323100,19664,932880045,,,195.6,-156.55
06-Nov-01,2919,2988,2918.9,2949.45,2956.18944,261761,15413,773815104,,,69.1,30.45
05-Nov-01,2890.1,2913,2816,2859.4,2851.358883,267469,15900,762650109,,,97,-30.7
02-Nov-01,3100,3100,2853,2891.5,2949.061525,488439,20426,1440436662,,,247,-208.5
01-Nov-01,2934,2990,2905.05,2944.8,2950.967446,366319,19472,1080995444,,,84.95,10.8
31-Oct-01,3100,3100,2833,2914.3,2894.216915,659105,33379,1907592840,,,267,-185.7
30-Oct-01,2960,3009,2930,2964.5,2976.378856,466370,22486,1388093807,,,79,4.5
29-Oct-01,3048.8,3050,3001.6,3011.75,3026.44155,267050,13640,808211216,,,48.4,-37.05
25-Oct-01,3045.05,3051,3006.1,3021.05,3024.179987,324168,16530,980342378,,,44.9,-24
24-Oct-01,3015,3045,2968,3020.5,3010.846226,544677,26879,1639938690,,,77,5.5
23-Oct-01,3048.8,3074,3001,3023.15,3028.434043,316886,18389,959668350,,,73,-25.65
22-Oct-01,3044.75,3100,2986,3007.85,3041.398302,460096,23702,1399335193,,,114,-36.9
19-Oct-01,2844.95,2990,2844.95,2955.25,2949.183292,558665,28833,1647605484,,,145.05,110.3
18-Oct-01,2940,2950,2830.05,2848.85,2877.016426,314251,18837,904105289,,,119.95,-91.15
17-Oct-01,2992,3096.95,2960,2996.05,3043.756515,452554,24584,1377464186,,,136.95,4.05
16-Oct-01,2879,2995,2845.65,2971.4,2902.808983,479402,24415,1391612432,,,149.35,92.4
15-Oct-01,2909,2938.8,2865.05,2910.25,2910.97299,434401,23644,1264529578,,,73.75,1.25
12-Oct-01,2839,3012.6,2839,2954.3,2940.518991,743165,37910,2185290796,,,173.6,115.3
11-Oct-01,2620.1,2763.85,2615,2763.85,2681.104943,579478,27562,1553641330,,,148.85,143.75
10-Oct-01,2500,2575,2451,2512.6,2520.821097,662335,35536,1669628041,,,124,12.6
09-Oct-01,2401,2474.95,2380,2415.4,2447.3482,363978,23418,890780903,,,94.95,14.4
08-Oct-01,2299,2452.85,2299,2391.8,2391.366455,502277,31855,1201128369,,,153.85,92.8
05-Oct-01,2360,2508,2340,2487.65,2419.788586,591355,35740,1430954079,,,168,127.65
04-Oct-01,2252.25,2398.65,2252.25,2372.5,2339.470918,660425,37449,1545045081,,,146.4,120.25
03-Oct-01,2370,2390,2156,2197.8,2249.538255,511652,31053,1150980747,,,234,-172.2
01-Oct-01,2450,2450,2286,2331.6,2346.094464,302135,20861,708837251,,,164,-118.4
28-Sep-01,2321,2449.7,2315,2378.35,2389.776397,433451,27581,1035850969,,,134.7,57.35
27-Sep-01,2510,2510,2330,2352.65,2433.842067,399599,25918,972560856,,,180,-157.35
26-Sep-01,2440,2587,2415,2569.55,2490.214259,545606,32161,1358675841,,,172,129.55
25-Sep-01,2455,2532.5,2395.3,2475.3,2460.573445,542675,30593,1335291694,,,137.2,20.3
24-Sep-01,2240,2425,2210,2402.25,2358.979553,447895,26249,1056575147,,,215,162.25
21-Sep-01,2300,2321.1,2211.35,2211.35,2252.712415,318935,21019,718468834,,,109.75,-88.65
20-Sep-01,2500,2514.9,2306.75,2457.05,2394.900787,578048,27352,1384367610,,,208.15,-42.95
19-Sep-01,2655,2719,2525,2563.05,2621.030806,402487,23531,1054930826,,,194,-91.95
18-Sep-01,2491.1,2798,2456,2651.95,2657.779007,938414,43290,2494097029,,,342,160.85
17-Sep-01,2775,2811.25,2618.15,2618.15,2651.707706,174622,8987,463046503,,,193.1,-156.85
14-Sep-01,3125,3125,2844.3,2909,2933.337382,543393,30814,1593955000,,,280.7,-216
13-Sep-01,3210.3,3249.9,3102.35,3160.3,3184.101783,535511,34064,1705121530,,,147.55,-50
12-Sep-01,3220,3250,3151.5,3179.35,3191.778321,397927,25767,1270094772,,,98.5,-40.65
11-Sep-01,3450,3525,3411,3501.05,3475.201511,446110,27446,1550322146,,,114,51.05
10-Sep-01,3302,3489,3272.6,3475.15,3394.604062,512295,30233,1739038688,,,216.4,173.15
07-Sep-01,3272,3366.95,3230,3320.95,3302.557863,467090,29444,1542591752,,,136.95,48.95
06-Sep-01,3360,3389,3264,3296.95,3317.721859,319762,22379,1060881377,,,125,-63.05
05-Sep-01,3427.5,3450,3310,3375.2,3374.218306,625273,34647,2109807603,,,140,-52.3
04-Sep-01,3390,3567,3385,3422.2,3461.486004,584849,34498,2024446628,,,182,32.2
03-Sep-01,3510,3575,3371.35,3405.55,3496.070126,500457,30393,1749632767,,,203.65,-104.45
31-Aug-01,3670,3685,3525,3532.3,3598.501026,331975,22681,1194612378,,,160,-137.7
30-Aug-01,3728,3833,3676.2,3709.1,3756.762057,319736,21812,1201172073,,,156.8,-18.9
29-Aug-01,3905,3905.05,3721.2,3745.6,3817.089544,329179,21129,1256505719,,,183.85,-159.4
28-Aug-01,3890,3950,3849.95,3938.9,3905.019971,225171,15334,879297252,,,100.05,48.9
27-Aug-01,3850,3935,3835,3908.5,3893.452566,261593,15370,1018499937,,,100,58.5
24-Aug-01,3750,3830,3720,3812.1,3770.860756,154341,11480,581998420,,,110,62.1
23-Aug-01,3717.5,3789.95,3701,3769.75,3736.939989,134125,10407,501217076,,,88.95,52.25
21-Aug-01,3690,3758.7,3683,3747.7,3717.331772,180009,13448,669153175,,,75.7,57.7
20-Aug-01,3625,3710,3575,3681.9,3623.941169,247965,15686,898610572,,,135,56.9
17-Aug-01,3760,3775,3635,3663,3721.268424,138337,10032,514789110,,,140,-97
16-Aug-01,3720,3780,3701,3749.55,3750.887878,191604,11724,718685121,,,79,29.55
14-Aug-01,3616.05,3806,3600,3789.45,3756.216222,353780,20172,1328874175,,,206,173.4
13-Aug-01,3640,3661,3595,3616.85,3616.737487,185313,12457,670228474,,,66,-23.15
10-Aug-01,3650,3697,3611,3647.2,3666.879315,100087,7630,367006950,,,86,-2.8
09-Aug-01,3645,3697,3611,3681.8,3653.880271,152678,11125,557867132,,,86,36.8
08-Aug-01,3735.1,3739,3660,3680.95,3688.23312,160445,12577,591758563,,,79,-54.15
07-Aug-01,3775,3779,3730.1,3753.4,3755.462433,128851,10022,483895090,,,48.9,-21.6
06-Aug-01,3861,3881,3772.4,3791.3,3824.411091,175044,12977,669440215,,,108.6,-69.7
03-Aug-01,3795,4000.05,3770.5,3873.1,3838.146404,245792,17356,943385681,,,229.55,78.1
02-Aug-01,3669,3799,3662,3772.3,3719.223984,443479,24575,1649397733,,,137,103.3
01-Aug-01,3800,3849,3585,3617.65,3755.137777,434479,23410,1631528506,,,264,-182.35
31-Jul-01,3616.55,3818,3616.55,3761.3,3696.166911,296104,17903,1094449807,,,201.45,144.75
30-Jul-01,3649,3683,3626.1,3656.8,3657.085357,203909,15080,745712618,,,56.9,7.8
27-Jul-01,3666,3684.85,3596.3,3621.2,3631.568312,315077,20846,1144223649,,,88.55,-44.8
26-Jul-01,3645,3713,3562.2,3653.25,3631.093423,473344,28151,1718756285,,,150.8,8.25
25-Jul-01,3670,3710,3619,3684.55,3678.189791,392879,24897,1445083527,,,91,14.55
24-Jul-01,3616.55,3729,3600,3700.35,3675.071372,300620,21317,1104799956,,,129,83.8
23-Jul-01,3681,3681,3616,3627.55,3639.789298,299,64,1088297,,,65,-53.45
20-Jul-01,3740,3779,3616,3751.3,3700.34994,474195,31322,1754687440,,,163,11.3
19-Jul-01,3600,3737,3600,3700.3,3657.711349,353357,23778,1292477909,,,137,100.3
18-Jul-01,3695,3742.7,3641.2,3675.45,3684.54483,447081,27696,1647289987,,,101.5,-19.55
17-Jul-01,3575,3777,3556,3658.45,3676.483233,597325,32214,2196055347,,,221,83.45
16-Jul-01,3701,3767.7,3616,3624.1,3692.107451,438098,25921,1617504890,,,151.7,-76.9
13-Jul-01,3968,4028,3644,3682.35,3821.822834,534780,33039,2043834415,,,384,-285.65
12-Jul-01,3830,3948,3762,3920.7,3840.879206,538140,32675,2066930736,,,186,90.7
11-Jul-01,3480,3849,3455,3767.4,3642.648259,673996,39535,2455130356,,,394,287.4
